datetime,pm2.5,pm10,tsp,temp,humidity,windspeed,winddir,sealevelpressure,visibility,precipitation,solarradiation,aqi,aqi_category
2016-08-25,24.10691,131.6083,407.0843,77.7,75.7,9.2,226.8,1014.0,4.9,0.0,232.3,89.0,Moderate
2016-08-26,20.384295,111.05074,389.271,74.5,81.3,12.8,171.4,1015.7,4.9,15.5,231.4,79.0,Moderate
2016-08-27,16.66168,90.49318,371.4577,77.9,77.4,6.9,162.2,1016.0,5.1,0.0,260.2,69.0,Moderate
2016-08-28,31.36519,86.59778,256.1266,75.8,78.8,10.3,223.2,1015.8,5.3,0.0,229.8,92.0,Moderate
2016-08-29,35.66162,54.45818,101.6261,74.6,81.8,9.2,289.3,1013.1,4.7,0.5,190.1,101.0,Unhealthy for Sensitive Groups
2016-08-30,33.29187777777778,58.17111666666666,135.1451222222222,74.0,84.0,9.2,210.1,1011.7,4.3,0.5,162.0,96.0,Moderate
2016-08-31,30.92213555555556,61.88405333333333,168.66414444444445,73.8,85.7,11.4,249.0,1011.4,4.0,18.008599999999998,175.2,91.0,Moderate
2016-09-01,28.55239333333333,65.59699,202.18316666666664,74.8,82.5,10.3,254.5,1010.5,4.3,0.0,168.1,86.0,Moderate
2016-09-02,26.18265111111111,69.30992666666667,235.70218888888888,75.1,82.4,10.3,262.6,1008.3,4.9,0.0,146.7,81.0,Moderate
2016-09-03,23.812908888888888,73.02286333333333,269.2212111111112,72.7,89.3,13.9,207.2,1008.2,4.0,35.9918,124.9,76.0,Moderate
2016-09-04,21.443166666666663,76.73580000000001,302.7402333333333,71.8,88.4,5.8,219.0,1010.8,4.3,0.1016,75.4,71.0,Moderate
2016-09-05,19.07342444444444,80.44873666666668,336.2592555555556,74.1,84.3,8.1,197.3,1010.8,4.4,0.0,135.9,66.0,Moderate
2016-09-06,16.70368222222222,84.16167333333334,369.77827777777776,72.6,88.8,8.1,201.8,1012.1,4.1,2.0,70.2,65.0,Moderate
2016-09-07,14.33394,87.87461,403.2973,72.9,89.2,9.2,244.5,1011.5,4.4,6.1,168.3,67.0,Moderate
2016-09-08,17.128800000000002,75.97407333333334,307.15403333333336,74.1,83.0,10.3,252.4,1013.4,4.7,2.3,124.5,62.0,Moderate
2016-09-09,19.92366,64.07353666666667,211.01076666666668,73.9,85.5,8.1,223.7,1014.0,4.4,0.0,169.5,67.0,Moderate
2016-09-10,22.71852,52.173,114.8675,71.9,91.6,4.7,151.2,1014.0,4.0,15.7,125.2,73.0,Moderate
2016-09-11,21.1299,27.67284,38.32601,71.4,89.3,8.1,132.2,1013.6,3.8,31.0,46.2,70.0,Moderate
2016-09-12,33.13915,100.2217,264.9948,68.5,93.9,6.9,141.0,1013.9,3.8,56.4,52.2,95.0,Moderate
2016-09-13,31.592956666666662,96.40799166666666,263.5697333333333,70.2,87.4,5.8,156.4,1016.5,4.1,0.3,158.4,92.0,Moderate
2016-09-14,30.04676333333333,92.59428333333334,262.14466666666664,73.2,82.7,11.4,145.3,1016.0,4.4,8.6,170.6,89.0,Moderate
2016-09-15,28.50057,88.780575,260.7196,73.3,83.9,9.2,228.2,1015.3,4.5,0.1016,201.9,85.0,Moderate
2016-09-16,26.954376666666665,84.96686666666666,259.29453333333333,73.2,84.0,12.8,225.8,1013.8,4.7,0.0,162.0,82.0,Moderate
2016-09-17,25.408183333333334,81.15315833333332,257.86946666666665,72.6,85.0,10.3,205.7,1013.5,4.5,1.8,137.9,79.0,Moderate
2016-09-18,23.86199,77.33945,256.4444,71.9,84.2,8.1,239.0,1014.6,4.8,16.5,173.8,76.0,Moderate
2016-09-19,28.11697,68.84859,191.9433,74.3,80.7,9.2,270.8,1012.5,4.8,0.3,170.2,85.0,Moderate
2016-09-20,18.82584,79.23426,215.0461,74.1,82.1,8.1,211.1,1013.3,4.3,0.0,147.2,65.0,Moderate
2016-09-21,27.90647,73.38735,218.1931,70.9,84.5,8.1,85.1,1016.8,4.6,23.9,61.2,84.0,Moderate
2016-09-22,33.85928,81.47073,194.4983,70.7,81.3,10.3,260.1,1017.4,4.8,0.0,95.6,97.0,Moderate
2016-09-23,30.05894,43.7561,80.65267,71.8,82.7,12.8,213.0,1013.5,4.4,0.0,157.5,89.0,Moderate
2016-09-24,34.9552,70.48679,165.5636,68.1,92.6,5.8,136.3,1013.5,4.0,12.4,72.7,99.0,Moderate
2016-09-25,29.88276,81.10115,211.8583,68.4,89.8,8.1,170.3,1013.3,4.2,0.0,56.5,88.0,Moderate
2016-09-26,20.74891,47.89908,130.8661,70.4,83.9,8.1,189.2,1015.0,4.5,0.0,123.6,69.0,Moderate
2016-09-27,33.5332,60.318415,144.06324999999998,72.4,81.3,9.2,230.0,1014.9,4.6,0.0,188.7,96.0,Moderate
2016-09-28,46.31749,72.73775,157.2604,70.4,86.1,6.9,180.4,1015.3,4.4,5.0038,105.1,128.0,Unhealthy for Sensitive Groups
2016-09-29,47.42246,85.46181,197.9568,71.0,84.7,5.8,220.1,1014.5,3.8,0.3,128.1,130.0,Unhealthy for Sensitive Groups
2016-09-30,29.51485,51.65114,108.4692,72.9,83.7,12.8,183.3,1014.1,4.5,1.5,204.9,88.0,Moderate
2016-10-01,37.57621,57.17214,105.3997,72.3,86.8,6.9,111.6,1017.0,4.3,21.6,182.3,106.0,Unhealthy for Sensitive Groups
2016-10-02,23.2537,78.19403,254.4348,73.7,84.5,10.3,261.2,1018.2,3.9,0.0,190.4,74.0,Moderate
2016-10-03,31.01882,82.37053,256.4547,73.8,83.5,9.2,247.1,1016.7,4.0,0.0,201.4,91.0,Moderate
2016-10-04,42.06206,95.02801,259.2679,72.6,83.6,9.2,248.4,1015.1,4.3,0.0,171.9,117.0,Unhealthy for Sensitive Groups
2016-10-05,35.66872,87.38766,223.6729,72.3,84.1,6.9,234.4,1014.4,3.8,1.8,171.6,101.0,Unhealthy for Sensitive Groups
2016-10-06,35.14873,69.18163,182.1927,72.4,81.0,9.2,277.4,1015.4,3.9,1.5,141.8,99.0,Moderate
2016-10-07,33.42438,76.69577,208.8088,71.5,83.4,8.1,283.3,1015.7,4.3,0.0,178.2,96.0,Moderate
2016-10-08,24.17813,45.11865,113.1842,71.7,81.5,11.4,192.7,1015.7,4.5,0.0,154.3,76.0,Moderate
2016-10-09,13.22004,26.44468,73.59686,70.5,86.0,8.1,224.0,1014.1,4.6,0.0,87.6,53.0,Moderate
2016-10-10,15.2459,29.70006,83.67779,71.2,82.0,8.1,264.6,1013.3,5.2,0.3,83.2,58.0,Moderate
2016-10-11,19.1497,37.20291,100.3459,70.0,81.7,11.4,249.7,1012.7,5.0,0.3,166.8,66.0,Moderate
2016-10-12,29.62764,54.04653,126.3961,70.2,79.0,9.2,240.2,1012.7,5.1,0.0,210.0,88.0,Moderate
2016-10-13,44.71611,80.57236,196.0735,69.9,81.9,9.2,217.3,1014.5,4.5,0.0,159.6,124.0,Unhealthy for Sensitive Groups
2016-10-14,57.50813,95.71019,179.5046,68.7,78.9,16.1,213.9,1016.7,4.0,0.5,145.1,152.0,Unhealthy
2016-10-15,52.15009,98.54488,210.1628,68.8,80.8,9.2,240.9,1017.6,3.3,0.0,151.1,142.0,Unhealthy for Sensitive Groups
2016-10-16,46.53243,98.79306,242.3979,68.7,81.2,8.1,189.2,1017.5,3.4,0.0,135.8,128.0,Unhealthy for Sensitive Groups
2016-10-17,41.73176,94.95128,235.4072,68.1,75.6,9.2,177.3,1017.6,4.1,0.0,172.5,116.0,Unhealthy for Sensitive Groups
2016-10-18,36.51968,87.933,224.0897,67.1,78.2,13.9,137.4,1016.0,4.2,2.5,160.1,104.0,Unhealthy for Sensitive Groups
2016-10-19,37.20813,111.5092,296.093,66.9,76.0,9.2,281.5,1016.8,4.4,25.9,179.9,105.0,Unhealthy for Sensitive Groups
2016-10-20,40.975,108.7358,281.2708,65.8,72.2,11.4,254.4,1014.9,4.8,0.0,195.5,114.0,Unhealthy for Sensitive Groups
2016-10-21,51.31868,102.3358,245.3349,65.3,71.3,10.3,274.4,1014.8,5.0,0.0,192.6,140.0,Unhealthy for Sensitive Groups
2016-10-22,62.03903,122.5808,293.3101,65.1,74.9,8.1,224.4,1015.1,4.2,0.4064,186.4,154.0,Unhealthy
2016-10-23,61.49201,115.2517,280.2351,64.2,76.7,9.2,211.6,1015.3,3.5,0.1016,141.4,154.0,Unhealthy
2016-10-24,56.39514,151.5757,363.1361,65.6,79.6,9.2,201.1,1014.4,3.1,0.0,146.4,151.0,Unhealthy
2016-10-25,46.95458,125.4911,310.1908,66.1,69.1,10.3,202.8,1015.3,3.7,0.0,134.6,129.0,Unhealthy for Sensitive Groups
2016-10-26,43.61819,105.4082,276.1324,65.2,72.3,10.3,235.3,1018.1,4.7,0.0,176.3,121.0,Unhealthy for Sensitive Groups
2016-10-27,49.42486,138.1887,384.8954,64.7,75.1,9.2,243.7,1020.7,4.8,0.0,182.3,135.0,Unhealthy for Sensitive Groups
2016-10-28,60.39653,141.8205,322.7864,63.0,69.6,10.3,295.4,1018.8,4.5,1.1938,204.3,154.0,Unhealthy
2016-10-29,57.42118,121.6118,256.0156,62.5,70.6,9.2,255.3,1019.9,4.6,13.7922,194.3,152.0,Unhealthy
2016-10-30,48.80222,101.7853,218.2778,61.7,75.2,8.1,179.4,1019.2,5.1,0.0,199.0,134.0,Unhealthy for Sensitive Groups
2016-10-31,39.67944,92.69694,206.0669,62.3,73.1,9.2,141.7,1023.1,4.6,0.0,187.1,111.0,Unhealthy for Sensitive Groups
2016-11-01,30.53889,77.47847,179.6427,63.4,70.3,10.3,178.6,1021.1,4.9,0.0,185.6,90.0,Moderate
2016-11-02,38.77639,99.64375,221.7614,64.1,69.4,9.2,251.6,1021.0,5.8,0.0,186.3,109.0,Unhealthy for Sensitive Groups
2016-11-03,42.88736,130.8163,292.441,63.5,71.2,8.1,130.2,1022.4,5.1,0.0,182.6,119.0,Unhealthy for Sensitive Groups
2016-11-04,43.58333,101.2444,237.4722,60.8,68.6,9.2,191.2,1019.1,5.1,0.0,209.1,121.0,Unhealthy for Sensitive Groups
2016-11-05,41.67708,104.3326,248.7931,60.2,69.5,9.2,238.0,1017.0,5.1,0.0,206.8,116.0,Unhealthy for Sensitive Groups
2016-11-06,51.84653,113.0264,284.9056,60.0,72.2,9.2,176.5,1015.9,4.8,0.0,208.7,141.0,Unhealthy for Sensitive Groups
2016-11-07,51.37083,122.2451,291.3989,59.3,72.2,9.2,244.1,1017.2,4.3,0.0,203.3,140.0,Unhealthy for Sensitive Groups
2016-11-08,50.09167,113.0868,281.5104,59.4,71.4,8.1,229.8,1020.1,4.6,0.0,183.9,137.0,Unhealthy for Sensitive Groups
2016-11-09,48.44722,99.98056,226.5042,59.1,73.3,10.3,209.7,1019.7,4.7,0.0,203.0,133.0,Unhealthy for Sensitive Groups
2016-11-10,47.64792,104.1458,220.7528,60.3,74.5,9.2,283.8,1019.7,4.6,0.0,198.1,131.0,Unhealthy for Sensitive Groups
2016-11-11,50.75208,102.4854,223.3688,61.1,74.8,8.1,259.3,1020.8,4.3,0.0,162.3,139.0,Unhealthy for Sensitive Groups
2016-11-12,49.18528,89.62618,181.784,60.5,73.3,9.2,255.0,1021.2,4.8,0.0,191.5,135.0,Unhealthy for Sensitive Groups
2016-11-13,63.62361,139.2296,291.0315,59.9,77.1,10.3,276.3,1021.8,4.8,0.0,194.1,155.0,Unhealthy
2016-11-14,65.97875,145.8532,307.5079,58.0,73.3,9.2,164.3,1020.8,4.3,0.0,182.5,156.0,Unhealthy
2016-11-15,72.95848,139.3559,260.3921,56.6,66.7,8.1,163.7,1020.4,4.4,0.0,184.0,160.0,Unhealthy
2016-11-16,65.26778,125.825,243.9175,56.2,71.9,8.1,258.0,1020.9,3.9,0.0,183.4,156.0,Unhealthy
2016-11-17,67.07639,123.0889,235.3069,56.3,73.9,9.2,200.3,1020.7,3.7,0.0,196.9,157.0,Unhealthy
2016-11-18,67.20694,118.4778,223.8951,55.8,75.9,8.1,218.1,1018.9,3.6,0.508,186.3,157.0,Unhealthy
2016-11-19,62.45278,119.8519,267.7061,56.1,78.2,8.1,247.7,1017.4,3.7,0.0,137.0,155.0,Unhealthy
2016-11-20,60.37472,135.8201,347.6347,57.3,76.7,9.2,239.1,1018.2,3.5,0.0,129.1,154.0,Unhealthy
2016-11-21,72.48611,153.2203,330.1868,59.1,73.0,9.2,259.7,1017.6,3.6,0.0,173.3,160.0,Unhealthy
2016-11-22,81.09236,149.7979,312.7833,57.9,77.1,8.1,176.3,1016.6,3.3,0.0,177.9,164.0,Unhealthy
2016-11-23,82.55555,157.6465,357.5799,57.8,79.8,6.9,191.9,1016.8,3.1,0.0,136.2,165.0,Unhealthy
2016-11-24,87.18056,157.7847,334.3035,56.7,77.1,8.1,216.0,1019.0,2.9,0.0,136.0,167.0,Unhealthy
2016-11-25,86.25764,149.7038,281.2854,55.8,84.3,6.9,190.2,1016.2,2.8,0.0,98.4,167.0,Unhealthy
2016-11-26,76.07153,139.1528,300.5403,57.1,80.3,6.9,194.4,1017.5,2.6,0.0,95.1,162.0,Unhealthy
2016-11-27,75.81389,159.4708,353.6062,57.0,80.3,9.2,236.3,1016.2,2.8,0.0,128.9,161.0,Unhealthy
2016-11-28,72.94861,145.6012,332.2514,57.4,77.6,6.9,155.7,1018.2,3.2,0.0,107.1,160.0,Unhealthy
2016-11-29,71.65803,121.5395,239.1341,57.0,77.0,8.1,156.8,1018.7,3.5,0.0,127.0,159.0,Unhealthy
2016-11-30,67.4025,129.2798,276.8628,57.6,77.5,9.2,257.5,1022.0,3.7,0.0,106.9,157.0,Unhealthy
2016-12-01,62.39514,113.344,243.0035,57.7,78.9,8.1,214.9,1021.4,3.7,0.0,110.2,155.0,Unhealthy
2016-12-02,76.03549,140.3372,283.8654,57.0,78.1,6.9,236.1,1021.8,3.5,0.0,103.2,162.0,Unhealthy
2016-12-03,87.92776,178.7509,333.7478,56.5,77.5,6.9,252.3,1024.1,3.2,0.0,151.2,168.0,Unhealthy
2016-12-04,69.35566,121.3257,222.3294,54.9,78.8,4.7,157.4,1022.0,3.2,0.0,176.8,158.0,Unhealthy
2016-12-05,70.69587,108.4286,198.8351,55.6,72.1,6.9,172.8,1021.6,3.3,0.0,178.3,159.0,Unhealthy
2016-12-06,77.20333,125.1116,235.2323,55.5,74.0,6.9,120.2,1022.1,3.0,0.0,172.3,162.0,Unhealthy
2016-12-07,71.82194,124.83,249.6925,54.6,68.3,5.8,163.7,1021.2,3.5,0.0,175.3,159.0,Unhealthy
2016-12-08,72.97063,129.5884,272.2802,54.5,60.6,8.1,151.3,1020.0,3.5,0.0,175.2,160.0,Unhealthy
2016-12-09,69.03917,111.5468,222.7555,54.0,63.3,8.1,123.2,1017.8,3.4,0.0,175.8,158.0,Unhealthy
2016-12-10,63.23575,95.51342,195.8196,54.6,63.7,8.1,234.4,1017.7,3.7,0.0,177.1,155.0,Unhealthy
2016-12-11,61.15226,98.18876,233.5805,52.6,72.8,4.7,134.2,1016.4,3.0,0.0,169.5,154.0,Unhealthy
2016-12-12,57.90562,85.36208,175.57,53.9,65.8,11.4,209.7,1015.9,3.5,0.0,173.7,152.0,Unhealthy
2016-12-13,55.1184,72.15458,141.1573,53.3,73.8,8.1,185.3,1017.5,3.3,0.0,160.1,149.0,Unhealthy for Sensitive Groups
2016-12-14,40.32868,62.57257,151.5881,52.6,77.8,8.1,228.6,1018.4,3.2,0.0,167.1,113.0,Unhealthy for Sensitive Groups
2016-12-15,56.98257,88.30681,183.9265,53.6,75.1,6.9,177.6,1018.7,3.5,0.0,127.8,152.0,Unhealthy
2016-12-16,46.66896,60.61036,131.2444,53.1,73.5,6.9,192.9,1021.1,3.4,0.0,128.7,129.0,Unhealthy for Sensitive Groups
2016-12-17,46.17694,64.35542,119.5214,53.3,73.4,9.2,264.9,1020.1,3.5,0.0,152.4,127.0,Unhealthy for Sensitive Groups
2016-12-18,38.4266,51.18778,96.72584,52.8,73.4,8.1,191.7,1021.1,3.9,0.0,171.0,108.0,Unhealthy for Sensitive Groups
2016-12-19,45.51918,62.67908,134.7537,52.6,75.7,8.1,229.3,1019.4,3.6,0.0,163.1,126.0,Unhealthy for Sensitive Groups
2016-12-20,41.97812,64.22507,149.4494,53.5,79.0,8.1,181.2,1017.7,3.2,0.0,94.8,117.0,Unhealthy for Sensitive Groups
2016-12-21,35.0136,56.47114,154.6451,55.0,77.1,6.9,164.6,1018.5,3.2,0.0,113.8,99.0,Moderate
2016-12-22,52.81362,93.30583,173.0963,56.6,74.3,8.1,223.5,1019.8,2.9,0.0,157.1,144.0,Unhealthy for Sensitive Groups
2016-12-23,70.64273,100.5177,120.3381,57.0,75.3,5.8,196.7,1017.9,3.2,0.0,112.7,159.0,Unhealthy
2016-12-24,64.80366,89.06806,103.1416,55.4,75.0,9.2,246.0,1017.2,3.6,0.0,66.5,156.0,Unhealthy
2016-12-25,73.84956,93.95391,112.9301,55.3,76.1,11.4,197.7,1018.2,3.7,0.0,124.4,160.0,Unhealthy
2016-12-26,86.0955,116.1477,135.5646,53.1,73.8,10.3,283.3,1018.0,3.1,0.0,148.3,167.0,Unhealthy
2016-12-27,87.44857,117.1481,138.8218,52.2,74.0,9.2,233.5,1020.2,2.6,0.0,171.7,167.0,Unhealthy
2016-12-28,95.22875,114.2053,132.0032,51.3,79.1,10.3,183.7,1019.4,2.8,0.0,170.7,172.0,Unhealthy
2016-12-29,100.4684,125.88,143.445,51.0,79.4,5.8,147.2,1021.1,2.1,0.0,163.8,174.0,Unhealthy
2016-12-30,89.82937,110.1397,147.7505,51.7,76.7,9.2,255.8,1021.9,2.6,0.0,148.6,169.0,Unhealthy
2016-12-31,101.072935,125.8133,152.056,51.9,78.6,8.1,115.0,1021.3,3.1,0.0,155.1,175.0,Unhealthy
2017-01-01,112.3165,136.9809,156.3615,47.8,84.4,6.9,126.2,1021.9,2.9,0.0,138.3,180.0,Unhealthy
2017-01-02,69.93915,82.12454,94.96596,48.2,74.9,10.3,131.5,1022.7,2.9,0.0,146.7,158.0,Unhealthy
2017-01-03,60.08881,81.83328,98.83542,49.1,75.2,8.1,121.1,1021.2,3.9,0.0,161.7,153.0,Unhealthy
2017-01-04,81.10813,108.641,137.5397,48.8,72.9,9.2,212.3,1019.4,3.5,0.0,174.8,164.0,Unhealthy
2017-01-05,78.80734,104.2893,144.6577,50.1,65.9,8.1,177.0,1017.4,3.9,0.0,157.6,163.0,Unhealthy
2017-01-06,67.86272,91.41531,112.7208,49.6,70.6,12.8,185.9,1017.5,3.8,0.0,107.6,157.0,Unhealthy
2017-01-07,80.29445,104.8176,130.1564,49.2,68.3,8.1,190.5,1016.6,4.0,0.0,169.8,164.0,Unhealthy
2017-01-08,75.80206,98.61687,123.4153,49.0,68.7,8.1,248.7,1017.0,3.8,0.0,142.1,161.0,Unhealthy
2017-01-09,94.87385,124.2011,148.599,48.6,68.8,10.3,286.1,1016.5,3.4,0.0,165.2,171.0,Unhealthy
2017-01-10,79.71797,99.35989,110.9231,48.6,69.5,9.2,198.6,1015.7,3.5,0.0,170.7,164.0,Unhealthy
2017-01-11,78.70619,97.90379,106.5112,46.9,72.4,13.9,203.2,1016.0,3.1,0.0,148.3,163.0,Unhealthy
2017-01-12,84.99516,105.674,118.8893,46.2,73.1,13.9,193.9,1016.1,2.5,0.0,144.0,166.0,Unhealthy
2017-01-13,92.19536,108.5129,112.5188,45.3,71.7,13.9,182.4,1017.0,2.7,0.0,162.2,170.0,Unhealthy
2017-01-14,90.865106,113.45132,123.00394,45.7,68.8,9.2,258.5,1019.2,2.7,0.0,191.4,169.0,Unhealthy
2017-01-15,89.534852,118.38974,133.48908,46.7,67.2,9.2,266.0,1020.4,3.0,0.0,188.9,169.0,Unhealthy
2017-01-16,88.20459799999999,123.32816,143.97422,48.4,65.5,6.9,226.5,1018.2,3.3,0.0,187.9,168.0,Unhealthy
2017-01-17,86.874344,128.26658,154.45936,48.8,65.0,11.4,250.3,1019.0,3.2,0.0,188.1,167.0,Unhealthy
2017-01-18,85.54409,133.205,164.9445,50.0,64.5,9.2,325.2,1022.8,3.5,0.0,191.5,167.0,Unhealthy
2017-01-19,92.52403,127.5533,156.6578,50.9,59.1,12.8,322.8,1023.2,3.8,0.0,197.1,170.0,Unhealthy
2017-01-20,103.2476,148.2249,206.0029,51.0,53.8,10.3,46.3,1022.0,3.4,0.0,200.7,176.0,Unhealthy
2017-01-21,95.13744,129.5517,173.9873,51.5,65.6,6.9,156.7,1022.4,3.5,0.0,188.1,171.0,Unhealthy
2017-01-22,92.92035,118.6607,141.8298,52.2,65.9,9.2,203.3,1023.0,3.1,0.0,186.4,170.0,Unhealthy
2017-01-23,95.57682,117.6536,143.1682,52.3,70.5,9.2,157.3,1021.3,2.9,0.0,190.0,172.0,Unhealthy
2017-01-24,92.8978,118.1117,142.1958,53.1,71.6,8.1,141.3,1023.1,2.7,0.0,184.2,170.0,Unhealthy
2017-01-25,96.36016,131.744,164.1847,55.2,66.4,8.1,231.8,1025.0,3.0,0.0,181.1,172.0,Unhealthy
2017-01-26,90.14366,128.9626,175.588,56.9,65.3,10.3,209.9,1023.4,3.2,0.0,183.3,169.0,Unhealthy
2017-01-27,63.18297,80.87891,93.82781,51.7,84.3,11.4,102.3,1021.4,2.9,5.1,67.8,155.0,Unhealthy
2017-01-28,59.05847,93.66056,121.7624,51.5,68.5,8.1,242.1,1019.1,4.2,6.6,193.8,153.0,Unhealthy
2017-01-29,76.65894,111.7027,144.3554,50.6,74.8,12.8,186.4,1018.8,3.8,0.0,175.1,162.0,Unhealthy
2017-01-30,84.25112,111.6643,129.3957,52.2,78.2,6.9,199.7,1017.9,3.3,0.1016,169.2,166.0,Unhealthy
2017-01-31,73.02067,96.20483,111.9941,54.6,73.8,12.8,195.8,1017.5,2.8,0.0,158.5,160.0,Unhealthy
2017-02-01,77.21906,104.3184,122.4975,54.6,76.1,10.3,212.7,1018.8,3.1,0.0,165.8,162.0,Unhealthy
2017-02-02,79.33011,103.665,114.519,53.8,77.7,11.4,226.6,1021.3,2.4,0.0,159.9,163.0,Unhealthy
2017-02-03,82.72201,112.6626,130.3659,55.0,74.4,8.1,170.0,1021.4,2.6,0.0,198.9,165.0,Unhealthy
2017-02-04,91.39715,128.5076,149.0041,57.3,71.3,6.9,170.8,1019.5,2.7,0.0,194.1,170.0,Unhealthy
2017-02-05,83.46236,120.7113,145.898,58.5,68.4,9.2,252.4,1020.0,2.9,0.0,202.0,165.0,Unhealthy
2017-02-06,100.9423,139.3979,162.5131,57.4,66.1,12.8,289.7,1017.2,3.6,0.0,181.4,174.0,Unhealthy
2017-02-07,65.09568,95.14377,109.6398,56.8,65.6,10.3,239.4,1015.8,3.2,0.0,217.9,156.0,Unhealthy
2017-02-08,69.12106,97.9512,124.5514,57.4,70.3,8.1,254.0,1017.9,3.3,0.0,211.3,158.0,Unhealthy
2017-02-09,74.09549,105.7435,136.1368,56.9,65.5,11.4,251.9,1017.0,3.3,0.0,198.2,161.0,Unhealthy
2017-02-10,69.60111,114.6408,158.7523,54.9,63.5,10.3,187.0,1016.5,3.6,0.0,208.9,158.0,Unhealthy
2017-02-11,81.63771,122.0412,165.0173,54.9,63.1,8.1,200.3,1019.4,3.6,0.0,227.2,164.0,Unhealthy
2017-02-12,78.84417,120.59,157.8105,55.2,63.1,10.3,231.5,1023.0,3.4,0.0,213.9,163.0,Unhealthy
2017-02-13,82.49,125.9741,156.8178,54.5,62.1,8.1,238.6,1023.5,3.5,0.0,207.4,165.0,Unhealthy
2017-02-14,79.27148,118.3049,148.6352,54.4,65.9,10.3,194.0,1024.4,3.1,0.0,219.2,163.0,Unhealthy
2017-02-15,86.36042,119.331,145.6569,55.8,71.9,6.9,190.3,1024.5,2.7,0.0,211.2,167.0,Unhealthy
2017-02-16,97.33257,136.9284,167.6785,56.6,70.8,11.4,202.8,1022.0,2.6,0.0,209.1,173.0,Unhealthy
2017-02-17,84.59935,119.2244,150.4841,58.8,68.8,9.2,261.6,1022.0,2.6,0.0,209.5,166.0,Unhealthy
2017-02-18,84.285,121.691,159.3852,60.4,69.1,10.3,214.1,1021.9,2.7,0.0,202.4,166.0,Unhealthy
2017-02-19,85.07451,115.4432,137.7217,60.2,71.7,9.2,271.8,1019.0,2.4,0.0,180.4,166.0,Unhealthy
2017-02-20,87.18146,112.9669,132.5183,60.3,70.6,10.3,203.8,1013.0,2.4,0.0,165.2,167.0,Unhealthy
2017-02-21,77.94764,107.4205,126.9041,60.9,59.3,10.3,321.4,1013.2,3.4,0.0,217.6,163.0,Unhealthy
2017-02-22,77.03146,115.2175,148.2736,59.4,60.0,13.9,218.3,1014.0,3.1,0.0,201.4,162.0,Unhealthy
2017-02-23,62.06919,82.87183,106.874,57.9,63.2,12.8,234.6,1014.6,3.5,0.0,233.3,154.0,Unhealthy
2017-02-24,46.90903,53.66868,63.48236,56.1,66.3,17.2,214.4,1016.1,3.2,0.0,235.5,129.0,Unhealthy for Sensitive Groups
2017-02-25,52.42813,56.04896,62.03451,55.2,70.6,13.4,202.8,1016.8,2.9,0.0,183.0,143.0,Unhealthy for Sensitive Groups
2017-02-26,50.40498,54.05857,62.89231,57.1,69.7,15.0,239.7,1014.4,3.0,0.0,187.5,138.0,Unhealthy for Sensitive Groups
2017-02-27,47.9064525,51.46777166666667,59.90424083333333,57.0,69.4,13.9,208.8,1017.8,3.0,0.0,193.4,132.0,Unhealthy for Sensitive Groups
2017-02-28,45.407925,48.87697333333334,56.91617166666667,57.2,71.9,12.8,206.4,1018.5,2.7,0.0,216.8,125.0,Unhealthy for Sensitive Groups
2017-03-01,42.9093975,46.286175,53.9281025,60.8,65.9,10.3,268.6,1017.6,3.1,0.0,226.5,119.0,Unhealthy for Sensitive Groups
2017-03-02,40.41087,43.69537666666667,50.94003333333333,59.8,61.6,15.0,317.1,1016.8,3.5,1.5,231.6,113.0,Unhealthy for Sensitive Groups
2017-03-03,37.9123425,41.104578333333336,47.95196416666667,59.7,52.8,11.4,285.3,1014.3,4.2,1.5,230.9,107.0,Unhealthy for Sensitive Groups
2017-03-04,35.413815,38.51378,44.963895,60.0,48.9,17.9,275.3,1013.8,4.4,0.0,245.5,,Hazardous
2017-03-05,32.915287500000005,35.92298166666667,41.97582583333333,58.9,47.1,16.1,204.3,1013.0,4.4,0.0,248.7,95.0,Moderate
2017-03-06,30.41676,33.33218333333333,38.98775666666667,57.4,49.9,13.9,207.4,1012.8,4.2,0.0,253.4,90.0,Moderate
2017-03-07,27.9182325,30.741385000000005,35.9996875,57.5,55.0,13.9,210.1,1014.1,3.6,0.0,252.0,84.0,Moderate
2017-03-08,25.419705,28.15058666666667,33.01161833333333,58.4,52.8,16.1,202.5,1014.5,3.7,0.0,246.8,79.0,Moderate
2017-03-09,22.9211775,25.559788333333337,30.02354916666667,58.5,58.5,15.0,218.5,1013.1,3.7,0.0,205.2,74.0,Moderate
2017-03-10,20.42265,22.96899,27.03548,54.5,73.8,15.0,104.3,1013.0,3.5,4.1,132.7,69.0,Moderate
2017-03-11,22.78775,25.60948,33.08379,51.6,81.0,9.2,89.7,1012.5,4.8,32.3,82.4,73.0,Moderate
2017-03-12,21.18069,29.05535,33.92611,52.5,66.0,11.4,254.5,1014.2,4.9,6.1,221.0,70.0,Moderate
2017-03-13,50.91175,81.97009,135.6011,53.7,67.6,13.9,197.7,1016.2,4.7,0.0,276.6,139.0,Unhealthy for Sensitive Groups
2017-03-14,30.5391,35.27104,41.1666,56.5,66.3,13.9,208.7,1018.3,3.8,0.0,249.5,90.0,Moderate
2017-03-15,25.57188,27.30312,29.37271,56.4,65.4,12.8,218.8,1017.4,4.3,3.9878,253.9,79.0,Moderate
